sifra,vrsta_dela,lokacija,neto_placilo,trajanje,delovnik,prosta_mesta
382072,PRODAJA,LJUBLJANA BTC,6.76 €/h neto,PO DOGOVORU,IZMENSKO,

382073,MARKETING,LJUBLJANA,6.70 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382075,STREŽBA,CELJE,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382076,INFORMATIKA,ŽIRI,6.28 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382101,POMOČ PRI PRODAJI,TOLMIN,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382114,STREŽBA,MENGEŠ,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382124,DELO V SKLADIŠČU,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382125,DELO V PROIZVODNJI,NAZARJE,6.08 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,4

382130,STREŽBA,DOMŽALE,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,3

382132,STREŽBA HRANE IN PIJAČE,LJUBLJANA TACEN,5.49 €/h neto,PO DOGOVORU,PO DOGOVORU,2

382139,POMOČ V KUHINJI,PORTOROŽ/ANKARAN/LIPICA,8.45 €/h neto,PO DOGOVORU,PO DOGOVORU,2

382144,DELO V PROIZVODNJI,LOGATEC,5.92 €/h neto,PO DOGOVORU,PO DOGOVORU,5

382146,POMOČ V STREŽBI,SLOVENSKA BISTRICA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382148,DELO V DELAVNICI,VRHNIKA,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,4

382153,STREŽBA HRANE IN PIJAČE,BOHINJSKA BISTRICA,8.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

382166,STREŽBA,LJUBLJANA - CENTER,7.50 €/h neto,PO DOGOVORU,IZMENSKO,4

382168,DELO V SKLADIŠČU,LJUBLJANA BTC,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382173,STREŽBA,HOMEC,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

382174,DELO V SKLADIŠČU,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382176,ZDRAVSTVENA NEGA,LJUBLJANA - TRNOVO,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

382179,POMOČ V STREŽBI,ŠKOFJA LOKA,6.50 €/h neto,PO DOGOVORU,PO DOGOVORU,6

382180,POMOČ PRI PRODAJI,DOMŽALE,5.32 €/h neto,DO 31. 12. 2022,IZMENSKO,2

382188,DELO V LABORATORIJU,VRHNIKA,5.80 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382194,DIGITALNI MARKETING,LJUBLJANA IG,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

382197,DELO V SKLADIŠČU,LJUBLJANA,6.50 €/h neto,PO DOGOVORU,DOPOLDAN,

382201,STREŽBA,DOMŽALE,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

382203,KOZMETIČNE STORITVE,KAMNIK,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382207,DELO V PROIZVODNJI,HORJUL,6.20 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

382219,DELO V SKLADIŠČU,ŠENTJUR,5.50 €/h neto,DO 25. 11. 2022,PO DOGOVORU,3

382230,STREŽBA,STARI TRG,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382232,STREŽBA,"DOLSKO, DOL PRI LJUBLJANI",6.76 €/h neto,PO DOGOVORU,PO DOGOVORU,3

382236,STREŽBA,IZOLA,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

382238,POMOČ V KUHINJI,LJUBLJANA - ŠENTVID,6.00 €/h neto,"OBČASNO, PO DOGOVORU",POPOLDAN,

382244,TRENER/KA,LJUBLJANA,10.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,3

382245,POMOČ V KUHINJI,LJUBLJANA,6.00 €/h neto,PO DOGOVORU,DOPOLDAN,

382261,DELO NA BENCINSKEM SERVISU,VRHNIKA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382264,DELO NA STOJNICI,PTUJ,5.50 €/h neto,"SEZONA KOSTANJEV, CCA DO 29. 11. 2022",POPOLDAN,2

382267,DELO V SKLADIŠČU,ŠKOFJA VAS,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382272,STREŽBA,ŽIROVNICA,7.00 €/h neto,PO DOGOVORU,MED VIKENDI,

382274,POMOČ UPORABNIKOM,"CIGLENCE, SPODNJI DUPLEK",5.98 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382277,STREŽBA,LJUBLJANA,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382279,ELEKTROTEHNIČNA DELA,HAJDINA,6.00 €/h neto,PO DOGOVORU,DOPOLDAN,2

382280,PROMOCIJA,CELJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

382284,ČIŠČENJE,LJUBLJANA,6.34 €/h neto,"PO DOGOVORU, LAHKO DLJE ČASA (ZAČ. IN OBČ. DELO)",POPOLDAN,

382289,ANKETIRANJE PO TELEFONU,LJUBLJANA,6.04 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

382290,OBDELAVA PODATKOV,LJUBLJANA - BTC,8.03 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382291,STREŽBA,RADOMLJE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382301,ADMINISTRATIVNA DELA,GORNJA RADGONA,5.75 €/h neto,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",DOPOLDAN,

382303,DELO V PROIZVODNJI,KIDRIČEVO,6.00 €/h neto,CCA DO 30. 11. 2022,DOPOLDAN,3

382310,VARSTVO,BOROVNICA,5.89 €/h neto,PO DOGOVORU,DOPOLDAN,

382314,STREŽBA,LUKOVICA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382315,STREŽBA,LOGATEC,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382331,ZLAGANJE,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,3

382339,MONTAŽA,PO SLOVENIJI,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382345,DELO V PROIZVODNJI,MARIBOR; CONA TEZNO,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382346,DELO V PROIZVODNJI,"MARIBOR, CONA TEZNO",6.93 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382347,POMOČ V STREŽBI,LJUBLJANA,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,8

382349,STREŽBA,IVANČNA GORICA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382352,POMOČ V KUHINJI,MARIBOR,6.20 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382354,DELO V DELAVNICI,ŠENTJUR,6.50 €/h neto,DO 1. 12. 2022,DOPOLDAN,2

382355,POMOČ V STREŽBI,STUDENEC,5.92 €/h neto,PO DOGOVORU,MED VIKENDI,2

382357,POMOČ V KUHINJI,STUDENEC,5.92 €/h neto,PO DOGOVORU,MED VIKENDI,

382360,BLAGAJNIK,CELJE,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382361,BLAGAJNIK,MENGEŠ,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382362,STREŽBA HRANE IN PIJAČE,BLED,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

382373,POMOČ V TRGOVINI,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382377,DELO NA BENCINSKEM SERVISU,MOSTE PRI KOMENDI,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

382378,POMOČ PRI PRODAJI,LJUBLJANA BTC,6.30 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382380,DELO V KUHINJI,LJUBLJANA RUDNIK,5.75 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,5

382381,ČIŠČENJE,MARIBOR TEZNO,6.34 €/h neto,"PO DOGOVORU, LAHKO DLJE ČASA (ZAČ. IN OBČ. DELO)",POPOLDAN,2

382382,POMOČ PRI PRODAJI,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382384,TEHNIČNA POMOČ,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

382385,DELO V PROIZVODNJI,KOMENDA,6.24 €/h neto,PO DOGOVORU,DOPOLDAN,

382392,STREŽBA,LJUBLJANA CENTER,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

382393,DELO V PROIZVODNJI,LAŠKO,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

382394,STREŽBA,LUCIJA,7.00 €/h neto,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",IZMENSKO,2

382402,DELO V SKLADIŠČU,ORMOŽ,7.00 €/h neto,1 MESEC,DOPOLDAN,2

382404,POMOČ PRI PRODAJI,VELENJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382412,STREŽBA,MARIBOR,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,3

382428,NOVINARSKA DELA,DELO OD DOMA,5.92 €/h neto,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",PO DOGOVORU,3

382438,DELO NA BENCINSKEM SERVISU,HRPELJE - KOZINA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382439,STREŽBA,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

382446,DELO NA BENCINSKEM SERVISU,KOZINA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382451,DELO Z OTROKI,POLHOV GRADEC,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

382455,DELO V SKLADIŠČU,KRANJ,5.75 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

382456,ADMINISTRATIVNA DELA,LJUBLJANA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382469,TEŽJA FIZIČNA DELA,MARIBOR,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,5

382470,POMOČ PRI PRODAJI,CELJE,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382473,DELO V KUHINJI,PIRAN,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,

382475,DELO V PROIZVODNJI,NAKLO,5.92 €/h neto,EN MESEC,PO DOGOVORU,2

382476,PROJEKTIRANJE,SLOVENJ GRADEC,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382484,STREŽBA HRANE IN PIJAČE,LJUBLJANA CENTER,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382492,PROMOCIJA,DOLENJSKA,7.60 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

382493,STREŽBA HRANE IN PIJAČE,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,

382497,DELO S STRANKAMI,KOPER - CAPODISTRIA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,4

382504,DELO NA RECEPCIJI,ŠMARJEŠKE TOPLICE,5.92 €/h neto,PO DOGOVORU,PO DOGOVORU,

382505,PROJEKTIRANJE,MOST NA SOČI,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382510,DELO S STRANKAMI,ŠMARJEŠKE TOPLICE,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382512,DELO V PROIZVODNJI,NAKLO,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382514,DELO V PROIZVODNJI,KAMNIK,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382524,SNEMANJE,GORNJA RADGONA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382528,DIGITALNI MARKETING,GORNJA RADGONA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382533,STREŽBA,DOMŽALE,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382543,STREŽBA,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382548,VZDRŽEVANJE,KRANJ,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

382559,POMOČ V STREŽBI,LJUBLJANA,6.20 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

382563,STREŽBA,LJUBLJANA - CENTER,6.76 €/h neto,PO DOGOVORU,IZMENSKO,3

382569,SPREMLJEVALEC/ SPREMLJEVALKA,LJUBLJANA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382573,POMOČ PRI PRODAJI,KOPER,5.92 €/h neto,PO DOGOVORU,IZMENSKO,2

382586,LAŽJA FIZIČNA DELA,LJUBLJANA,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

382592,STREŽBA,LJUBLJANA,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

382594,GRADBENA DELA,KRANJ IN OKOLICA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382597,POMOČ PRI PRODAJI,LJUBLJANA BTC,6.25 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

382598,KONTROLA KAKOVOSTI,ŠKOFJA LOKA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382600,DELO V KUHINJI,ŠKOFJA LOKA,6.00 €/h neto,PO DOGOVORU,DOPOLDAN,

382606,STREŽBA,ZAPOTOK,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382615,TELEFONSKI MARKETING,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382618,POMOČ V TRGOVINI,CELJE,7.60 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382619,ADMINISTRATIVNA DELA,KOMENDA,6.00 €/h neto,PO DOGOVORU,IZMENSKO,

382620,LAŽJA FIZIČNA DELA,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,3

382629,ZDRAVSTVENA NEGA,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

382633,DELO V PROIZVODNJI,CELJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

382638,DELO V PROIZVODNJI,MENGEŠ,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

382644,POMOČ PRI PRODAJI,ŽALEC,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382645,DELO S STRANKAMI,LJUBLJANA,6.76 €/h neto,PO DOGOVORU,DOPOLDAN,

382646,STREŽBA,LJUBLJANA FUŽINE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

382647,STROKOVNO DELO,KAMNIK,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382661,POMOČ V TRGOVINI,MARIBOR,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

382663,DELO NA TERENU,CELJE Z OKOLICO,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

382664,DELO S STRANKAMI,KOPER,5.75 €/h neto,PO DOGOVORU,IZMENSKO,2

382665,BLAGAJNIK,LJUBLJANA BTC,6.76 €/h neto,PO DOGOVORU,IZMENSKO,

382672,POMOČ V STREŽBI,KRANJ,6.70 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,4

382677,LAŽJA FIZIČNA DELA,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,3

382679,STREŽBA,STARŠE,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382680,STREŽBA,MARIBOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382682,STREŽBA,MARIBOR,7.00 €/h neto,DO KONCA LETA 2022,PO DOGOVORU,2

382685,ADMINISTRATIVNA DELA,LJUBLJANA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382687,PRODAJA,LJUBLJANA RUDNIK,5.92 €/h neto,PO DOGOVORU,IZMENSKO,5

382689,STREŽBA,LJUBLJANA VIČ,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382692,STREŽBA,LJUBLJANA ŠIŠKA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

382696,DELO V LABORATORIJU,LJUBLJANA,5.24 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382698,ANIMATOR/KA,LJUBLJANA BTC,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,4

382707,DELO V TURIZMU,LJUBLJANA,5.90 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382711,STREŽBA HRANE IN PIJAČE,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382713,STREŽBA,TOPOL PRI MEDVODAH,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,2

382721,POMOČ PRI PRODAJI,LJUBLJANA RUDNIK,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382723,ADMINISTRATIVNA DELA,MARIBOR,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382727,ELEKTROTEHNIČNA DELA,LJUBLJANA,7.30 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO) OZ. PO DOGOVORU,DOPOLDAN,

382741,STREŽBA,LJUBLJANA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382760,DELO NA BENCINSKEM SERVISU,SEŽANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382766,POMOČ PRI PRODAJI,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382778,POMOČ V STREŽBI,MALA NEDELJA,6.00 €/h neto,PO DOGOVORU,IZMENSKO,

382782,POMOČ PRI PRODAJI,LESKOVEC PRI KRŠKEM,5.24 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382785,VALEJ/VALEJKA,VOLČJA DRAGA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,2

382793,JEMANJE BRISOV HAG TEST COVID -19,NOVO MESTO,6.76 €/h neto,PO DOGOVORU,PO DOGOVORU,10

382794,POMOČ PRI PRODAJI,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382796,STREŽBA,LJUBLJANA - BEŽIGRAD,8.00 €/h neto,PO DOGOVORU,IZMENSKO,4

382797,PROMOCIJA,LJUBLJANA - BEŽIGRAD,8.00 €/h neto,PO DOGOVORU,PO DOGOVORU,3

382798,STREŽBA,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,

382808,INŠTRUKCIJE,DOMŽALE,9.07 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

382810,ELEKTROTEHNIČNA DELA,LJUBLJANA IN OKOLICA,5.30 €/h neto,PO DOGOVIRU,PO DOGOVORU,3

382814,VRTNARSKA DELA,"LJUBLJANA ČRNUČE, TEREN",7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382815,POMOČ PRI OSKRBI STANOVALCEV,VIDEM - DOBREPOLJE,6.12 €/h neto,PO DOGOVORU,PO DOGOVORU,2

382829,POMOČ PRI PRODAJI,CELJE,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

382832,NAKLADANJE/ RAZKLADANJE,LJUBLJANA,9.00 €/h neto,"PO POTREBI, OBČASNO",DOPOLDAN,2

382842,POMOČ V TRGOVINI,LJUBLJANA CENTER,5.66 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

382844,POMOČ V STREŽBI,MARIBOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,3

382847,POMOČ PRI PRODAJI,KRANJ,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382849,POMOČNIK VZGOJITELJA/VZGOJITELJICE,LJUBLJANA ZALOG,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

382854,RAZVOZ,"RADOVLJICA, BLED, GORJE",6.51 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,

382855,PRODAJA,CELJE,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382857,PRODAJA,KOPER,7.00 €/h neto,PO DOGOVORU ,PO DOGOVORU,

382863,POMOČ V STREŽBI,BLED,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

382866,STREŽBA,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382867,STREŽBA HRANE IN PIJAČE,LJUBLJANA BTC,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382868,STREŽBA HRANE IN PIJAČE,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382869,POMOČ V KUHINJI,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382872,DELO NA BENCINSKEM SERVISU,ŠKOFJA LOKA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382873,PRODAJA,LJUBLJANA CENTER,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382877,DELO V AVTOPRALNICI,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

382878,DELO NA BENCINSKEM SERVISU,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

382880,DELO V SKLADIŠČU,BRNIK,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382881,PROMOCIJA,LJUBLJANA,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

382884,PROMOCIJA,VRHNIKA,5.92 €/h neto,1 MESEC Z MOŽNOSTJO PODALJŠANJA,DOPOLDAN,

382885,STREŽBA,PTUJ,6.00 €/h neto,PO DOGOVORU,MED VIKENDI,2

382887,DELO V LOGISTIKI,LJUBLJANA - ŠKOFLJICA,7.60 €/h neto,PO DOGOVORU,DOPOLDAN,

382889,PROGRAMIRANJE,PREBOLD,6.25 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382890,MONTAŽA,LJUBLJANA,7.50 €/h neto,PO DOGOVORU,DOPOLDAN,2

382894,DELO V ZDRAVSTVU,TRBOVLJE,7.17 €/h neto,PO DOGOVORU,PO DOGOVORU,

382898,ELEKTROTEHNIČNA DELA,LJUBLJANA ČRNUČE,9.50 €/h neto,PO DOGOVORU,PO DOGOVORU,

382901,SNEMANJE,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382902,"UREJANJE DRUŽ. OMREŽIJ (FB,IN,TW,TIK TOK)",LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382903,POMOČ NA PODROČJU MARKETINGA,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382918,DELO V ORDINACIJI,DOMŽALE,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

382921,PROGRAMIRANJE,BREZOVICA PRI LJUBLJANI ALI OD DOMA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382922,DELO V PROIZVODNJI,IG,5.83 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

382925,ADMINISTRATIVNA DELA,LJUBLJANA,6.00 €/h neto,PO DOGOVORU,DOPOLDAN,

382941,DELO V SKLADIŠČU,LJUBLJANA BRDO,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

382947,STREŽBA,NOVA GORICA,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

382948,STREŽBA,KRANJ,6.17 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

382955,POMOČ V TRGOVINI,MORAVČE,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

